mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M003824,18-05-2008,2008,2000s,United States,Neutron,Rocket Lab,40,13000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Weather/Meteorology,LEO,LEO,1355,1,64.5,628,380,64.9,Success,,0,0,83,61254.61255
M003825,15-01-2008,2008,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Commercial Payload,SSO,SSO,1810,1,74.2,707,694,98.3,Success,,0,0,87.6,48397.79006
M003826,23-07-2008,2008,2000s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Communications/Telecom,GEO,GEO,6324,1,319.7,35786,35753,0,Launch Failure,,0,0,135.5,21426.31246
M003827,01-03-2008,2008,2000s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Earth Observation,LEO,Earth Orbit,3765,1,161.8,434,297,63.6,Mission Failure,,0,0,190.7,50650.73041
M003828,20-09-2008,2008,2000s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,4136,1,223,646,403,71.3,Success,,0,0,120.3,29086.0735
M003829,21-11-2008,2008,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,3549,2,120.4,355,251,80.3,Success,,0,0,113.1,31868.13187
M003830,31-07-2008,2008,2000s,United States,Neutron,Rocket Lab,40,13000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Weather/Meteorology,LEO,LEO,1931,1,65.5,487,331,71.1,Success,,0,0,60.5,31330.91662
M003831,25-10-2008,2008,2000s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,HEO,2164,1,105.7,559,462,55.1,Success,,0,0,170,78558.22551
M003832,26-07-2008,2008,2000s,United States,New Glenn,Blue Origin,98,45000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,GEO,GEO,1067,1,44.4,35786,35750,0,Success,,0,0,189.3,177413.3083
M003833,22-01-2008,2008,2000s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Earth Observation,LEO,Earth Orbit,300,1,14.9,458,217,49,Success,,0,0,169.5,565000
M003834,11-09-2008,2008,2000s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Human Spaceflight,ISS Docking,ISS,6000,1,228.4,365,361,51.3,Success,14,7,0,164.5,27416.66667
M003835,18-12-2008,2008,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7568,1,214.2,412,305,85.3,Success,7,4,0,82.6,10914.37632
M003836,21-01-2008,2008,2000s,China,Long March 8,CASC,51,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Military/Reconnaissance,SSO,SSO,1724,1,74.2,565,559,98,Success,,0,0,126.4,73317.86543
M003837,27-10-2008,2008,2000s,China,Long March 5,CASC,57,25000,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,L2 Halo,1286,1,47.1,476,207,56.4,Success,,0,0,197.4,153499.2224
M003838,17-05-2008,2008,2000s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Technology Demo,LEO,LEO,300,1,12.2,442,417,30.3,Success,,0,0,75.9,253000
M003839,01-02-2008,2008,2000s,United States,Titan IV,USAF,62,21680,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,HEO,3269,1,136.1,544,522,51.4,Success,,0,0,111.7,34169.47079
M003840,07-02-2008,2008,2000s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Military/Reconnaissance,GEO,GEO,3659,1,201,35786,35697,0,Success,,0,0,117.4,32085.2692
M003841,07-08-2008,2008,2000s,Brazil,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Science/Astronomy,LEO,LEO,1098,3,43.9,595,294,67.7,Success,,0,0,56.1,51092.89617
M003842,21-06-2008,2008,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,1150,1,66.5,618,461,80.4,Success,,0,0,196.5,170869.5652
M003843,24-04-2008,2008,2000s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,2473,1,138.3,472,341,72.7,Success,,0,0,155.2,62757.78407
M003844,04-12-2008,2008,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Navigation/GPS,LEO,MEO,2089,1,99,638,304,75.6,Success,,0,0,111.3,53279.0809
M003845,25-03-2008,2008,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Navigation/GPS,LEO,MEO,1418,2,35.7,626,529,66.6,Success,,0,0,144.1,101622.0028
M003846,18-03-2008,2008,2000s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Human Spaceflight,Lunar Transfer,Lunar Orbit,7680,1,324.4,,,94.4,Success,14,2,0,127.4,16588.54167
M003847,28-01-2008,2008,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,491,1,27.9,483,358,28.3,Success,,0,0,96.4,196334.0122
M003848,30-12-2008,2008,2000s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Weather/Meteorology,SSO,SSO,2096,1,56.1,561,544,98.9,Success,,0,0,190.6,90935.1145
M003849,11-07-2008,2008,2000s,United States,Electron,Rocket Lab,18,300,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Rideshare,LEO,LEO,300,1,16.6,510,497,69.6,Success,,0,0,7.4,24666.66667
M003850,14-05-2008,2008,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,3155,1,178.8,528,305,32,Success,,0,0,148,46909.66719
M003851,20-04-2008,2008,2000s,Japan,Epsilon,JAXA,26,590,0,Active,Tanegashima Space Center,Japan,30.4,130.97,Navigation/GPS,LEO,MEO,590,1,25.5,631,294,66.5,Success,,0,0,148.7,252033.8983
M003852,16-06-2008,2008,2000s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Weather/Meteorology,GEO,GEO,871,1,34.8,35786,35691,0,Success,,0,0,185,212399.5408
M003853,27-12-2008,2008,2000s,United States,Titan II,USAF,31,3175,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,LEO,LEO,3175,1,164,530,514,97.1,Success,,0,0,171.4,53984.25197
M003854,19-01-2009,2009,2000s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,3670,1,98.3,374,298,85.4,Success,,0,0,140.2,38201.63488
M003855,10-01-2009,2009,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,11100,3,529.8,605,378,34.4,Success,,0,0,135,12162.16216
M003856,05-08-2009,2009,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Human Spaceflight,ISS Docking,ISS,9063,1,272.3,573,496,51.3,Success,180,6,0,74.2,8187.134503
M003857,20-11-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,3800,1,119,35786,35756,0,Success,,0,0,109.8,28894.73684
M003858,16-09-2009,2009,2000s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Science/Astronomy,LEO,LEO,1450,1,65.2,365,277,29.8,Success,,0,0,148.7,102551.7241
M003859,30-07-2009,2009,2000s,Brazil,Sputnik/R-7,OKB-1,28,500,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,500,1,15.4,35786,35646,0,Success,,0,0,124.4,248800
M003860,11-05-2009,2009,2000s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,LEO,LEO,2555,1,110.1,548,458,83.6,Success,,0,0,116.6,45636.00783
M003861,15-01-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,3800,2,98,380,273,86.9,Success,,0,0,101.8,26789.47368
M003862,05-02-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,GEO,GEO,3800,1,100.3,35786,35778,0,Partial Failure,,0,0,150.7,39657.89474
M003863,12-09-2009,2009,2000s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Navigation/GPS,LEO,MEO,842,1,47,524,260,76.7,Success,,0,0,168.9,200593.8242
M003864,23-01-2009,2009,2000s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,6625,1,343.1,538,382,53.9,Success,,0,0,151.7,22898.11321
M003865,17-12-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,493,1,14.5,644,255,72.3,Success,,0,0,134.9,273630.8316
M003866,27-06-2009,2009,2000s,China,Long March 4,CASC,45,4200,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Weather/Meteorology,SSO,SSO,1055,1,57.8,515,492,99,Success,,0,0,76.6,72606.63507
M003867,21-01-2009,2009,2000s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,2312,1,112.9,35786,35755,0,Success,,0,0,89.1,38538.06228
M003868,14-03-2009,2009,2000s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,2300,1,89.8,439,207,55.4,Success,,0,0,169.6,73739.13043
M003869,07-09-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Human Spaceflight,LEO,LEO,6573,1,389.5,397,249,70.8,Success,90,2,0,186.7,28404.07729
M003870,17-06-2009,2009,2000s,N.Korea,Vostok,OKB-1,38,4730,0,Retired,Mahia Peninsula,New Zealand,-39.26,177.86,Military/Reconnaissance,GEO,GEO,1952,1,93.4,35786,35748,0,Success,,0,0,182.4,93442.62295
M003871,09-08-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Commercial Payload,SSO,SSO,1377,1,66.8,477,451,98.2,Partial Failure,,0,0,94.2,68409.58606
M003872,09-07-2009,2009,2000s,United States,Atlas V,ULA,59,18850,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,355,2,16,35786,35755,0,Success,,0,0,221.6,624225.3521
M003873,11-08-2009,2009,2000s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Military/Reconnaissance,SSO,SSO,1450,1,38.2,501,471,98,Success,,0,0,119.1,82137.93103
M003874,20-03-2009,2009,2000s,China,Long March 3,CASC,54,8500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,8500,2,280,35786,35687,0,Success,,0,0,105.5,12411.76471
M003875,09-02-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Rideshare,LEO,LEO,135,1,7.3,574,238,87.1,Success,,0,0,120.4,891851.8519
M003876,25-04-2009,2009,2000s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Weather/Meteorology,LEO,LEO,495,1,18.2,636,397,29.5,Success,,0,0,96.1,194141.4141
M003877,10-05-2009,2009,2000s,United States,New Glenn,Blue Origin,98,45000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,1387,2,47.8,645,434,71.9,Success,,0,0,130.3,93943.76352
M003878,20-06-2009,2009,2000s,India,PSLV,ISRO,44,3800,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Weather/Meteorology,SSO,SSO,1989,1,69,735,720,97.7,Success,,0,0,158.7,79788.83861
M003879,07-08-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,5172,1,305.8,475,387,53.2,Success,,0,0,148.2,28654.29234
M003880,11-01-2009,2009,2000s,United States,Titan II,USAF,31,3175,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Technology Demo,LEO,LEO,1011,1,50.7,485,454,60.2,Success,,0,0,186.5,184470.821
M003881,08-11-2009,2009,2000s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Human Spaceflight,LEO,LEO,6000,1,153.5,579,360,48.2,Success,30,4,0,150.4,25066.66667
M003882,26-10-2009,2009,2000s,China,Long March 4,CASC,45,4200,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Technology Demo,LEO,LEO,3834,1,212.6,425,349,85.9,Success,,0,0,96.4,25143.45331
M003883,12-06-2009,2009,2000s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Navigation/GPS,LEO,MEO,157,1,6.8,368,296,75.5,Success,,0,0,20.8,132484.0764
M003884,25-08-2009,2009,2000s,China,Long March 4,CASC,45,4200,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Technology Demo,LEO,LEO,1057,1,45.2,584,282,39.7,Success,,0,0,159.9,151277.1996
M003885,18-03-2009,2009,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Weather/Meteorology,SSO,SSO,2211,1,69.7,684,658,98.4,Success,,0,0,165.9,75033.9213
M003886,27-11-2009,2009,2000s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,3184,1,160.9,427,256,44.2,Success,,0,0,304.8,95728.64322
M003887,12-08-2009,2009,2000s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,1862,1,95.7,35786,35622,0,Success,,0,0,325,174543.5016
M003888,27-09-2009,2009,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Weather/Meteorology,LEO,LEO,772,1,41.7,417,238,74.7,Success,,0,0,197.8,256217.6166
M003889,26-03-2009,2009,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,2048,1,113.9,374,262,50.3,Success,,0,0,196.8,96093.75
M003890,04-04-2009,2009,2000s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1080,1,53.5,639,288,53.4,Success,,0,0,113.1,104722.2222
M003891,13-04-2009,2009,2000s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,6647,1,286,604,486,52.7,Success,,0,0,84.3,12682.41312
M003892,06-05-2009,2009,2000s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Human Spaceflight,ISS Docking,ISS,10434,1,391.1,363,323,52,Success,7,2,0,252.1,24161.39544
M003893,17-05-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,933,1,54.5,35786,35661,0,Success,,0,0,192.5,206323.687
M003894,04-10-2009,2009,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,3850,1,131.3,465,205,56.1,Success,,0,0,150.4,39064.93506
M003895,22-03-2009,2009,2000s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Navigation/GPS,LEO,MEO,5000,1,292.6,609,410,62.5,Success,,0,0,71.4,14280
M003896,30-10-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Communications/Telecom,GEO,GEO,1025,1,41.3,35786,35619,0,Success,,0,0,182.8,178341.4634
M003897,13-06-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,L2 Halo,547,1,17.1,382,311,63.6,Success,,0,0,94.7,173126.1426
M003898,08-08-2009,2009,2000s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Weather/Meteorology,GEO,GEO,5021,1,216.4,35786,35697,0,Success,,0,0,129.9,25871.34037
M003899,05-08-2009,2009,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,917,1,49.9,612,533,71,Success,,0,0,67.4,73500.54526
M003900,29-12-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,LEO,LEO,895,2,37.5,372,350,54.3,Success,,0,0,141.8,158435.7542
M003901,25-07-2009,2009,2000s,Japan,Epsilon,JAXA,26,590,0,Active,Uchinoura Space Center,Japan,31.25,131.08,Science/Astronomy,LEO,HEO,590,1,18.3,566,207,67.5,Success,,0,0,127.9,216779.661
M003902,17-03-2009,2009,2000s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Navigation/GPS,LEO,MEO,754,2,26.4,471,441,63.5,Success,,0,0,162.4,215384.6154
M003903,11-06-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Earth Observation,LEO,Earth Orbit,3800,1,217.4,421,369,75.7,Success,,0,0,130.3,34289.47368
M003904,21-07-2009,2009,2000s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,1436,1,85.8,35786,35795,0,Success,,0,0,189.9,132242.3398
M003905,28-01-2009,2009,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,3633,1,182.5,35786,35652,0,Success,,0,0,65.5,18029.17699
M003906,02-11-2009,2009,2000s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,2294,1,117.5,390,352,44.6,Success,,0,0,198,86312.11857
M003907,27-04-2009,2009,2000s,United States,Starship,SpaceX,120,150000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,1611,1,62.4,376,207,96.7,Success,,0,0,82.3,51086.28181
M003908,04-07-2009,2009,2000s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Technology Demo,LEO,LEO,1094,1,50.1,482,226,50.7,Success,,0,0,321.8,294149.9086
M003909,09-02-2009,2009,2000s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Navigation/GPS,LEO,MEO,300,1,8.2,350,316,48,Success,,0,0,7.7,25666.66667
M003910,23-01-2009,2009,2000s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7020,1,311.4,375,348,38.8,Success,3,2,0,137.7,19615.38462
M003911,15-01-2009,2009,2000s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,479,1,17.3,385,221,59.7,Success,,0,0,112.3,234446.7641
M003912,26-12-2009,2009,2000s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Earth Observation,LEO,Earth Orbit,7325,1,233.7,432,321,74.2,Success,,0,0,145.7,19890.78498
M003913,15-12-2009,2009,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Human Spaceflight,ISS Docking,ISS,7675,1,296.7,616,316,51.6,Success,14,4,0,160.8,20951.14007
M003914,23-03-2009,2009,2000s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Science/Astronomy,LEO,HEO,270,1,14.7,397,292,65.6,Success,,0,0,185,685185.1852
M003915,10-12-2009,2009,2000s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Human Spaceflight,Lunar Transfer,Moon Surface,4275,1,183.2,,,68.5,Success,14,3,0,173.2,40514.61988
M003916,22-09-2009,2009,2000s,China,Zhuque-2,LandSpace,49,6000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Human Spaceflight,LEO,LEO,3710,1,173,617,266,36.2,Success,14,3,0,193.1,52048.51752
M003917,01-06-2009,2009,2000s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Navigation/GPS,LEO,MEO,1424,1,76.3,521,221,41.3,Success,,0,0,112.4,78932.58427
M003918,18-12-2009,2009,2000s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,LEO,LEO,7446,1,365.5,386,302,83.5,Success,30,5,0,110.8,14880.47274
M003919,12-11-2009,2009,2000s,United States,New Glenn,Blue Origin,98,45000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Science/Astronomy,LEO,Earth Orbit,2523,1,144.5,365,320,65.9,Success,,0,0,177.1,70194.21324
M003920,18-10-2009,2009,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,3838,1,211.1,561,386,43,Success,,0,0,77.8,20270.97447
M003921,13-01-2009,2009,2000s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Military/Reconnaissance,LEO,LEO,1080,1,36.5,494,280,36.3,Success,,0,0,113.4,105000
M003922,12-03-2009,2009,2000s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,799,1,30.7,35786,35664,0,Success,,0,0,166.8,208760.9512
M003923,14-10-2009,2009,2000s,S.Korea,Proton-M,Roscosmos,58,23000,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,GEO,GEO,1730,1,83.5,35786,35702,0,Success,,0,0,77.7,44913.2948
M003924,04-12-2009,2009,2000s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Science/Astronomy,LEO,Earth Orbit,1450,1,66.9,439,303,52.3,Success,,0,0,161.5,111379.3103
M003925,04-08-2009,2009,2000s,United States,New Glenn,Blue Origin,98,45000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,Earth Orbit,1391,1,63.1,445,277,92.7,Success,,0,0,97.6,70165.34867
M003926,09-12-2009,2009,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,LEO,LEO,1730,1,48.3,452,406,76.2,Success,,0,0,130.7,75549.13295
M003927,31-07-2009,2009,2000s,United States,New Glenn,Blue Origin,98,45000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Military/Reconnaissance,SSO,SSO,715,1,35.1,673,663,97.8,Success,,0,0,113.4,158601.3986
M003928,29-10-2009,2009,2000s,New Zealand,Proton-M,Roscosmos,58,23000,0,Retired,Rocket Lab LC-1,New Zealand,-39.26,177.86,Science/Astronomy,LEO,LEO,879,1,31.7,511,425,50.6,Success,,0,0,161.9,184186.5757
M003929,26-09-2009,2009,2000s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Human Spaceflight,Lunar Transfer,Lunar Orbit,8299,1,296.7,,,50.5,Success,14,5,0,154.3,18592.60152
M003930,12-12-2009,2009,2000s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,ISS Docking,ISS,5389,1,141.2,537,290,51.5,Success,7,3,0,94.3,17498.60828
M003931,10-12-2009,2009,2000s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Technology Demo,LEO,LEO,1999,1,86.4,570,556,44.8,Success,,0,0,196.2,98149.07454
M003932,05-07-2009,2009,2000s,S.Korea,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Science/Astronomy,LEO,L2 Halo,1579,1,56.1,505,380,79.5,Success,,0,0,182.5,115579.4807
M003933,24-05-2010,2010,2010s,United States,Falcon 9,SpaceX,70,22800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,2665,1,107.8,458,445,37.1,Success,,0,0,69.8,26191.36961
M003934,24-06-2010,2010,2010s,Japan,H-IIA,JAXA/MHI,53,10000,0,Retired,Tanegashima Space Center,Japan,30.4,130.97,Navigation/GPS,LEO,MEO,2089,1,73.7,375,297,77.8,Success,,0,0,154.3,73863.09239
M003935,31-07-2010,2010,2010s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Earth Observation,LEO,Earth Orbit,1762,1,44.8,433,256,64.8,Success,,0,0,180.9,102667.4234
